"attributes","Id","Name","Amount","StageName","AccountId","OwnerId"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBMAAY""}","0063h000008wqBMAAY","Opportunity for Graves1407",1423890,"Closed Lost","0013h00000FfgAeAAJ","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBOAAY""}","0063h000008wqBOAAY","Opportunity for Maxwell1410",2183750,"Closed Lost","0013h00000FfgAaAAJ","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBPAAY""}","0063h000008wqBPAAY","Opportunity for Perez1411",1043830,"Closed Won","0013h00000Ffg2kAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBSAAY""}","0063h000008wqBSAAY","Opportunity for Martin1417",3712300,"Closed Won","0013h00000Ffg5XAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBTAAY""}","0063h000008wqBTAAY","Opportunity for Dawson1421",18900,"Closed Won","0013h00000Ffg4RAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBUAAY""}","0063h000008wqBUAAY","Opportunity for Hines1779",1241900,"Closed Won","0013h00000Ffg5YAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq69AAA""}","0063h000008wq69AAA","Opportunity for Gordon852",762410,"Qualification","0013h00000Ffg00AAB","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq66AAA""}","0063h000008wq66AAA","Opportunity for Reeves502",439140,"Closed Lost","0013h00000Ffg1kAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq67AAA""}","0063h000008wq67AAA","Opportunity for Pope508",499523,"Closed Lost","0013h00000FfgBmAAJ","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq68AAA""}","0063h000008wq68AAA","Opportunity for Fernandez851",352350,"Closed Won","0013h00000FffypAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6CAAQ""}","0063h000008wq6CAAQ","Opportunity for Atkins860",786220,"Closed Lost","0013h00000FffxSAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6FAAQ""}","0063h000008wq6FAAQ","Opportunity for Gordon872",339815,"Closed Won","0013h00000Ffg0uAAB","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6GAAQ""}","0063h000008wq6GAAQ","Opportunity for Rogers1242",3907275,"Closed Won","0013h00000Ffg5tAAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6IAAQ""}","0063h000008wq6IAAQ","Opportunity for Parks1244",436500,"Closed Won","0013h00000Ffg0bAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6JAAQ""}","0063h000008wq6JAAQ","Opportunity for Hall1246",937550,"Value Proposition","0013h00000Ffg0wAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6KAAQ""}","0063h000008wq6KAAQ","Opportunity for Cole1249",50890,"Perception Analysis","0013h00000Ffg3vAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6LAAQ""}","0063h000008wq6LAAQ","Opportunity for Morton1251",25095,"Closed Won","0013h00000Ffg7bAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6MAAQ""}","0063h000008wq6MAAQ","Opportunity for Swanson1252",60760,"Closed Won","0013h00000Ffg1lAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6QAAQ""}","0063h000008wq6QAAQ","Opportunity for Delgado1258",2129900,"Closed Lost","0013h00000Ffg7NAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBYAAY""}","0063h000008wqBYAAY","Opportunity for Guzman1793",136800,"Qualification","0013h00000Ffg1oAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBVAAY""}","0063h000008wqBVAAY","Opportunity for Morrison1784",343000,"Closed Won","0013h00000FffxSAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBWAAY""}","0063h000008wqBWAAY","Opportunity for Paul1791",424600,"Closed Won","0013h00000Ffg5UAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBXAAY""}","0063h000008wqBXAAY","Opportunity for Andrews1792",1488450,"Needs Analysis","0013h00000Ffg9ZAAR","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBZAAY""}","0063h000008wqBZAAY","Opportunity for Watson1794",991350,"Qualification","0013h00000FffyqAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBaAAI""}","0063h000008wqBaAAI","Opportunity for Massey1797",1683185,"Closed Won","0013h00000FfgBVAAZ","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBbAAI""}","0063h000008wqBbAAI","Opportunity for Nelson1799",875880,"Closed Won","0013h00000Ffg3NAAR","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBcAAI""}","0063h000008wqBcAAI","Opportunity for Pena1800",54090,"Closed Won","0013h00000Ffg7tAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBdAAI""}","0063h000008wqBdAAI","Opportunity for Pittman658",252545,"Closed Won","0013h00000Ffg2lAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBgAAI""}","0063h000008wqBgAAI","Opportunity for Cunningham662",25450,"Proposal/Price Quote","0013h00000Ffg5gAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBhAAI""}","0063h000008wqBhAAI","Opportunity for Perkins665",736250,"Closed Won","0013h00000FfgBMAAZ","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBjAAI""}","0063h000008wqBjAAI","Opportunity for Luna668",3251640,"Closed Won","0013h00000FffwbAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBkAAI""}","0063h000008wqBkAAI","Opportunity for Stevenson670",2728890,"Value Proposition","0013h00000Ffg93AAB","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBlAAI""}","0063h000008wqBlAAI","Opportunity for Ramirez671",430330,"Closed Lost","0013h00000Ffg6fAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBmAAI""}","0063h000008wqBmAAI","Opportunity for Brown672",2684465,"Closed Won","0013h00000Ffg9sAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBnAAI""}","0063h000008wqBnAAI","Opportunity for Barton675",105210,"Closed Won","0013h00000Ffg6sAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBoAAI""}","0063h000008wqBoAAI","Opportunity for Duncan681",63600,"Closed Won","0013h00000Ffg3yAAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBpAAI""}","0063h000008wqBpAAI","Opportunity for Manning1045",16843,"Closed Won","0013h00000FfgAbAAJ","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6WAAQ""}","0063h000008wq6WAAQ","Opportunity for Stanley1623",15637,"Closed Won","0013h00000Ffg16AAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6RAAQ""}","0063h000008wq6RAAQ","Opportunity for Terry1604",259500,"Closed Won","0013h00000Ffg6GAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6UAAQ""}","0063h000008wq6UAAQ","Opportunity for Cook1618",835870,"Closed Lost","0013h00000Ffg4FAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6VAAQ""}","0063h000008wq6VAAQ","Opportunity for Singleton1620",3057500,"Closed Won","0013h00000Ffg9yAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6XAAQ""}","0063h000008wq6XAAQ","Opportunity for Morrison510",75289,"Closed Won","0013h00000Ffg2RAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6YAAQ""}","0063h000008wq6YAAQ","Opportunity for Elliott511",679555,"Needs Analysis","0013h00000FffxWAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6ZAAQ""}","0063h000008wq6ZAAQ","Opportunity for Wilkerson513",138690,"Closed Won","0013h00000FfgBdAAJ","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6aAAA""}","0063h000008wq6aAAA","Opportunity for Barnes515",2171760,"Closed Won","0013h00000FffySAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6bAAA""}","0063h000008wq6bAAA","Opportunity for Collier517",211050,"Qualification","0013h00000FffxwAAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6dAAA""}","0063h000008wq6dAAA","Opportunity for Hansen520",104940,"Value Proposition","0013h00000Ffg8MAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6eAAA""}","0063h000008wq6eAAA","Opportunity for Clarke523",4805100,"Closed Lost","0013h00000Ffg2VAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6fAAA""}","0063h000008wq6fAAA","Opportunity for Dennis524",3390620,"Closed Won","0013h00000Ffg6kAAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6iAAA""}","0063h000008wq6iAAA","Opportunity for Harper529",17621,"Closed Won","0013h00000FfgAuAAJ","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6jAAA""}","0063h000008wq6jAAA","Opportunity for Duncan873",2400250,"Closed Won","0013h00000Ffg0wAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6kAAA""}","0063h000008wq6kAAA","Opportunity for Daniel875",5023650,"Closed Won","0013h00000Ffg21AAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqByAAI""}","0063h000008wqByAAI","Opportunity for Owen1424",386375,"Closed Won","0013h00000Ffg4wAAB","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBqAAI""}","0063h000008wqBqAAI","Opportunity for Colon1047",680,"Value Proposition","0013h00000FffxjAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBtAAI""}","0063h000008wqBtAAI","Opportunity for McKenzie1054",1224345,"Closed Won","0013h00000Ffg9RAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBwAAI""}","0063h000008wqBwAAI","Opportunity for Vega1066",201572,"Perception Analysis","0013h00000FfgCFAAZ","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBzAAI""}","0063h000008wqBzAAI","Opportunity for Love1426",2649820,"Closed Lost","0013h00000Ffg0vAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC0AAI""}","0063h000008wqC0AAI","Opportunity for Flowers1427",1979000,"Needs Analysis","0013h00000FfgBXAAZ","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC1AAI""}","0063h000008wqC1AAI","Opportunity for Hoffman1430",1183700,"Closed Won","0013h00000Ffg3TAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC2AAI""}","0063h000008wqC2AAI","Opportunity for Keller1431",2894390,"Needs Analysis","0013h00000Ffg2PAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC3AAI""}","0063h000008wqC3AAI","Opportunity for Allison1432",1471800,"Closed Lost","0013h00000Ffg5uAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC4AAI""}","0063h000008wqC4AAI","Opportunity for Dixon1438",209955,"Closed Won","0013h00000FffydAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC5AAI""}","0063h000008wqC5AAI","Opportunity for Chandler1439",1648300,"Needs Analysis","0013h00000FffyjAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC6AAI""}","0063h000008wqC6AAI","Opportunity for Conner1442",449660,"Closed Lost","0013h00000Ffg81AAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC8AAI""}","0063h000008wqC8AAI","Opportunity for Berry1447",470298,"Closed Won","0013h00000Ffg0nAAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqC9AAI""}","0063h000008wqC9AAI","Opportunity for Neal1804",1046380,"Closed Lost","0013h00000Ffg1TAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCAAAY""}","0063h000008wqCAAAY","Opportunity for Marsh1806",58840,"Closed Won","0013h00000Ffg13AAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6tAAA""}","0063h000008wq6tAAA","Opportunity for Perkins1263",1314185,"Negotiation/Review","0013h00000FfgBzAAJ","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6nAAA""}","0063h000008wq6nAAA","Opportunity for Duncan885",413101,"Qualification","0013h00000Ffg6JAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6oAAA""}","0063h000008wq6oAAA","Opportunity for Stewart887",3428800,"Closed Won","0013h00000FffwTAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6sAAA""}","0063h000008wq6sAAA","Opportunity for Baker1261",41580,"Closed Lost","0013h00000FffxaAAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6vAAA""}","0063h000008wq6vAAA","Opportunity for Guerrero1271",73903,"Closed Won","0013h00000Ffg9mAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6xAAA""}","0063h000008wq6xAAA","Opportunity for Malone1276",196200,"Closed Won","0013h00000Ffg4zAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq6yAAA""}","0063h000008wq6yAAA","Opportunity for Patton1278",2477275,"Closed Won","0013h00000Ffg6pAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq70AAA""}","0063h000008wq70AAA","Opportunity for Chandler1281",2336600,"Perception Analysis","0013h00000FffyTAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq71AAA""}","0063h000008wq71AAA","Opportunity for Bradley1628",326160,"Closed Won","0013h00000Ffg8HAAR","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq73AAA""}","0063h000008wq73AAA","Opportunity for Marsh1634",3055100,"Closed Lost","0013h00000FffzgAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq75AAA""}","0063h000008wq75AAA","Opportunity for Jacobs1642",2560600,"Closed Lost","0013h00000FffzLAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq76AAA""}","0063h000008wq76AAA","Opportunity for Baker1644",2440900,"Closed Won","0013h00000Ffg6vAAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCCAAY""}","0063h000008wqCCAAY","Opportunity for Carlson1808",965700,"Closed Won","0013h00000Ffg1FAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCDAAY""}","0063h000008wqCDAAY","Opportunity for Fleming1809",3077200,"Closed Won","0013h00000FffzDAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCEAAY""}","0063h000008wqCEAAY","Opportunity for Matthews1810",284678,"Closed Lost","0013h00000Ffg8JAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCFAAY""}","0063h000008wqCFAAY","Opportunity for Daniel1811",207240,"Closed Won","0013h00000Ffg6SAAR","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCGAAY""}","0063h000008wqCGAAY","Opportunity for Chandler1816",470865,"Perception Analysis","0013h00000Ffg8hAAB","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCIAAY""}","0063h000008wqCIAAY","Opportunity for Hicks1818",1417400,"Closed Won","0013h00000Ffg09AAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCJAAY""}","0063h000008wqCJAAY","Opportunity for Moss1820",1489210,"Perception Analysis","0013h00000FfgApAAJ","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqCKAAY""}","0063h000008wqCKAAY","Opportunity for Miles1826",5335150,"Closed Won","0013h00000FffwZAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7AAAQ""}","0063h000008wq7AAAQ","Opportunity for Newton532",45265,"Negotiation/Review","0013h00000Ffg0dAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq77AAA""}","0063h000008wq77AAA","Opportunity for Austin1650",1132600,"Closed Won","0013h00000Ffg4xAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq78AAA""}","0063h000008wq78AAA","Opportunity for Wright1651",286073,"Closed Won","0013h00000Ffg1iAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq79AAA""}","0063h000008wq79AAA","Opportunity for McKenzie1652",2386625,"Closed Won","0013h00000Ffg3PAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7BAAQ""}","0063h000008wq7BAAQ","Opportunity for Schwartz533",632960,"Closed Won","0013h00000Ffg9yAAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7CAAQ""}","0063h000008wq7CAAQ","Opportunity for Hunter534",234750,"Closed Lost","0013h00000FfgC0AAJ","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7EAAQ""}","0063h000008wq7EAAQ","Opportunity for Newman536",2721300,"Closed Won","0013h00000Ffg8WAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7FAAQ""}","0063h000008wq7FAAQ","Opportunity for Tate537",1238650,"Closed Lost","0013h00000Ffg7KAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7GAAQ""}","0063h000008wq7GAAQ","Opportunity for Matthews542",913240,"Closed Won","0013h00000Ffg8sAAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7HAAQ""}","0063h000008wq7HAAQ","Opportunity for Bryant543",3072000,"Closed Won","0013h00000Ffg8RAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7IAAQ""}","0063h000008wq7IAAQ","Opportunity for Wong544",3498250,"Closed Lost","0013h00000FfgAhAAJ","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7JAAQ""}","0063h000008wq7JAAQ","Opportunity for Mack545",551580,"Closed Won","0013h00000Ffg7MAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7KAAQ""}","0063h000008wq7KAAQ","Opportunity for Watkins896",358100,"Closed Won","0013h00000Ffg1KAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7LAAQ""}","0063h000008wq7LAAQ","Opportunity for Bridges897",1316850,"Closed Lost","0013h00000FfgAtAAJ","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7MAAQ""}","0063h000008wq7MAAQ","Opportunity for Powell899",1802500,"Closed Won","0013h00000Ffg5CAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7NAAQ""}","0063h000008wq7NAAQ","Opportunity for Wilkerson900",3537660,"Prospecting","0013h00000Ffg5kAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7PAAQ""}","0063h000008wq7PAAQ","Opportunity for Black902",340500,"Closed Won","0013h00000Ffg1JAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7QAAQ""}","0063h000008wq7QAAQ","Opportunity for Morales903",2317340,"Closed Won","0013h00000FfgBpAAJ","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7RAAQ""}","0063h000008wq7RAAQ","Opportunity for Doyle904",94283,"Closed Won","0013h00000Ffg8XAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7VAAQ""}","0063h000008wq7VAAQ","Opportunity for Evans911",185630,"Value Proposition","0013h00000Ffg8JAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7SAAQ""}","0063h000008wq7SAAQ","Opportunity for Williamson906",2449675,"Closed Won","0013h00000Ffg6SAAR","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7TAAQ""}","0063h000008wq7TAAQ","Opportunity for Black908",165000,"Closed Won","0013h00000Ffg2hAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7UAAQ""}","0063h000008wq7UAAQ","Opportunity for Brady910",1355700,"Closed Won","0013h00000FffztAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7WAAQ""}","0063h000008wq7WAAQ","Opportunity for West913",1418640,"Closed Won","0013h00000Ffg8CAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7XAAQ""}","0063h000008wq7XAAQ","Opportunity for Armstrong916",237283,"Closed Lost","0013h00000FffzfAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7YAAQ""}","0063h000008wq7YAAQ","Opportunity for Swanson1282",70680,"Closed Won","0013h00000Ffg7LAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7aAAA""}","0063h000008wq7aAAA","Opportunity for Bowers1284",229470,"Closed Won","0013h00000FfgBfAAJ","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7bAAA""}","0063h000008wq7bAAA","Opportunity for Park1288",107040,"Closed Won","0013h00000Ffg6SAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7cAAA""}","0063h000008wq7cAAA","Opportunity for Stevenson1289",1640210,"Closed Won","0013h00000FffwjAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq7fAAA""}","0063h000008wq7fAAA","Opportunity for Ball1294",27800,"Closed Won","0013h00000FffybAAB","0053h000003de7CAAQ"
